facet_id,facet_name,category,scoring_type,rubric,batch_id
1,Risktaking,Personality,inferred,"1=No evidence of Risktaking in the conversation; 2=Slight trace of Risktaking; 3=Moderate presence of Risktaking; 4=Clear and notable Risktaking; 5=Very strong, dominant Risktaking",0
337,Civility,General,inferred,"1=No evidence of Civility in the conversation; 2=Slight trace of Civility; 3=Moderate presence of Civility; 4=Clear and notable Civility; 5=Very strong, dominant Civility",33
338,Sleep Apnea,Health,inferred,"1=No evidence of Sleep Apnea in the conversation; 2=Slight trace of Sleep Apnea; 3=Moderate presence of Sleep Apnea; 4=Clear and notable Sleep Apnea; 5=Very strong, dominant Sleep Apnea",33
339,Classiness,General,inferred,"1=No evidence of Classiness in the conversation; 2=Slight trace of Classiness; 3=Moderate presence of Classiness; 4=Clear and notable Classiness; 5=Very strong, dominant Classiness",33
340,Control over situations,General,inferred,"1=No evidence of Control over situations in the conversation; 2=Slight trace of Control over situations; 3=Moderate presence of Control over situations; 4=Clear and notable Control over situations; 5=Very strong, dominant Control over situations",33
341,Time outdoors/day (h),Lifestyle,inferred,"1=No evidence of Time outdoors/day (h) in the conversation; 2=Slight trace of Time outdoors/day (h); 3=Moderate presence of Time outdoors/day (h); 4=Clear and notable Time outdoors/day (h); 5=Very strong, dominant Time outdoors/day (h)",34
342,Effeteness,General,inferred,"1=No evidence of Effeteness in the conversation; 2=Slight trace of Effeteness; 3=Moderate presence of Effeteness; 4=Clear and notable Effeteness; 5=Very strong, dominant Effeteness",34
343,Polygenic risk: cardiovascular disease,Personality,external,"1=No evidence of Polygenic risk: cardiovascular disease in the conversation; 2=Slight trace of Polygenic risk: cardiovascular disease; 3=Moderate presence of Polygenic risk: cardiovascular disease; 4=Clear and notable Polygenic risk: cardiovascular disease; 5=Very strong, dominant Polygenic risk: cardiovascular disease",34
344,Psychological construct: Identity Diffusion level,Cognition,external,"1=No evidence of Psychological construct: Identity Diffusion level in the conversation; 2=Slight trace of Psychological construct: Identity Diffusion level; 3=Moderate presence of Psychological construct: Identity Diffusion level; 4=Clear and notable Psychological construct: Identity Diffusion level; 5=Very strong, dominant Psychological construct: Identity Diffusion level",34
345,Learning through movement,General,inferred,"1=No evidence of Learning through movement in the conversation; 2=Slight trace of Learning through movement; 3=Moderate presence of Learning through movement; 4=Clear and notable Learning through movement; 5=Very strong, dominant Learning through movement",34
346,Caffeine sensitivity gene,Health,external,"1=No evidence of Caffeine sensitivity gene in the conversation; 2=Slight trace of Caffeine sensitivity gene; 3=Moderate presence of Caffeine sensitivity gene; 4=Clear and notable Caffeine sensitivity gene; 5=Very strong, dominant Caffeine sensitivity gene",34
347,Hatefulness,Safety,inferred,"1=No evidence of Hatefulness in the conversation; 2=Slight trace of Hatefulness; 3=Moderate presence of Hatefulness; 4=Clear and notable Hatefulness; 5=Very strong, dominant Hatefulness",34
348,Persistence,Behavior,inferred,"1=No evidence of Persistence in the conversation; 2=Slight trace of Persistence; 3=Moderate presence of Persistence; 4=Clear and notable Persistence; 5=Very strong, dominant Persistence",34
349,Psychological construct: Perfectionistic Strivings,Cognition,inferred,"1=No evidence of Psychological construct: Perfectionistic Strivings in the conversation; 2=Slight trace of Psychological construct: Perfectionistic Strivings; 3=Moderate presence of Psychological construct: Perfectionistic Strivings; 4=Clear and notable Psychological construct: Perfectionistic Strivings; 5=Very strong, dominant Psychological construct: Perfectionistic Strivings",34
350,Wake-time consistency,General,inferred,"1=No evidence of Wake-time consistency in the conversation; 2=Slight trace of Wake-time consistency; 3=Moderate presence of Wake-time consistency; 4=Clear and notable Wake-time consistency; 5=Very strong, dominant Wake-time consistency",34
351,Numerical Reasoning,Cognition,inferred,"1=No evidence of Numerical Reasoning in the conversation; 2=Slight trace of Numerical Reasoning; 3=Moderate presence of Numerical Reasoning; 4=Clear and notable Numerical Reasoning; 5=Very strong, dominant Numerical Reasoning",35
352,Social-cognition variable: Mentalizing network activation,Cognition,inferred,"1=No evidence of Social-cognition variable: Mentalizing network activation in the conversation; 2=Slight trace of Social-cognition variable: Mentalizing network activation; 3=Moderate presence of Social-cognition variable: Mentalizing network activation; 4=Clear and notable Social-cognition variable: Mentalizing network activation; 5=Very strong, dominant Social-cognition variable: Mentalizing network activation",35
353,Patriotism,General,inferred,"1=No evidence of Patriotism in the conversation; 2=Slight trace of Patriotism; 3=Moderate presence of Patriotism; 4=Clear and notable Patriotism; 5=Very strong, dominant Patriotism",35
354,Leadership Styles,Social,inferred,"1=No evidence of Leadership Styles in the conversation; 2=Slight trace of Leadership Styles; 3=Moderate presence of Leadership Styles; 4=Clear and notable Leadership Styles; 5=Very strong, dominant Leadership Styles",35
355,Servility,General,inferred,"1=No evidence of Servility in the conversation; 2=Slight trace of Servility; 3=Moderate presence of Servility; 4=Clear and notable Servility; 5=Very strong, dominant Servility",35
356,I Ching hexagram 24 resonance level,Spirituality,external,"1=No evidence of I Ching hexagram 24 resonance level in the conversation; 2=Slight trace of I Ching hexagram 24 resonance level; 3=Moderate presence of I Ching hexagram 24 resonance level; 4=Clear and notable I Ching hexagram 24 resonance level; 5=Very strong, dominant I Ching hexagram 24 resonance level",35
357,Enneagram Personality Types,General,inferred,"1=No evidence of Enneagram Personality Types in the conversation; 2=Slight trace of Enneagram Personality Types; 3=Moderate presence of Enneagram Personality Types; 4=Clear and notable Enneagram Personality Types; 5=Very strong, dominant Enneagram Personality Types",35
358,Stress Recovery Ability,Lifestyle,inferred,"1=No evidence of Stress Recovery Ability in the conversation; 2=Slight trace of Stress Recovery Ability; 3=Moderate presence of Stress Recovery Ability; 4=Clear and notable Stress Recovery Ability; 5=Very strong, dominant Stress Recovery Ability",35
359,Troubleshooting technical issues,General,inferred,"1=No evidence of Troubleshooting technical issues in the conversation; 2=Slight trace of Troubleshooting technical issues; 3=Moderate presence of Troubleshooting technical issues; 4=Clear and notable Troubleshooting technical issues; 5=Very strong, dominant Troubleshooting technical issues",35
360,Defense-mechanism tendency: Introjection,General,inferred,"1=No evidence of Defense-mechanism tendency: Introjection in the conversation; 2=Slight trace of Defense-mechanism tendency: Introjection; 3=Moderate presence of Defense-mechanism tendency: Introjection; 4=Clear and notable Defense-mechanism tendency: Introjection; 5=Very strong, dominant Defense-mechanism tendency: Introjection",35
361,Irritability,Emotion,inferred,"1=No evidence of Irritability in the conversation; 2=Slight trace of Irritability; 3=Moderate presence of Irritability; 4=Clear and notable Irritability; 5=Very strong, dominant Irritability",36
362,Travel-companions diversity,Lifestyle,inferred,"1=No evidence of Travel-companions diversity in the conversation; 2=Slight trace of Travel-companions diversity; 3=Moderate presence of Travel-companions diversity; 4=Clear and notable Travel-companions diversity; 5=Very strong, dominant Travel-companions diversity",36
363,Sacred text engagement: Quran surahs memorized,Spirituality,external,"1=No evidence of Sacred text engagement: Quran surahs memorized in the conversation; 2=Slight trace of Sacred text engagement: Quran surahs memorized; 3=Moderate presence of Sacred text engagement: Quran surahs memorized; 4=Clear and notable Sacred text engagement: Quran surahs memorized; 5=Very strong, dominant Sacred text engagement: Quran surahs memorized",36
364,Trust in others,Social,inferred,"1=No evidence of Trust in others in the conversation; 2=Slight trace of Trust in others; 3=Moderate presence of Trust in others; 4=Clear and notable Trust in others; 5=Very strong, dominant Trust in others",36
365,Gamified-finance-app usage,General,external,"1=No evidence of Gamified-finance-app usage in the conversation; 2=Slight trace of Gamified-finance-app usage; 3=Moderate presence of Gamified-finance-app usage; 4=Clear and notable Gamified-finance-app usage; 5=Very strong, dominant Gamified-finance-app usage",36
366,Buddhist practice: Eightfold Path – Right Intention level,Spirituality,external,"1=No evidence of Buddhist practice: Eightfold Path – Right Intention level in the conversation; 2=Slight trace of Buddhist practice: Eightfold Path – Right Intention level; 3=Moderate presence of Buddhist practice: Eightfold Path – Right Intention level; 4=Clear and notable Buddhist practice: Eightfold Path – Right Intention level; 5=Very strong, dominant Buddhist practice: Eightfold Path – Right Intention level",36
367,Caffeine intake (mg/day),Health,external,"1=No evidence of Caffeine intake (mg/day) in the conversation; 2=Slight trace of Caffeine intake (mg/day); 3=Moderate presence of Caffeine intake (mg/day); 4=Clear and notable Caffeine intake (mg/day); 5=Very strong, dominant Caffeine intake (mg/day)",36
368,Comfort with Vulnerability,General,inferred,"1=No evidence of Comfort with Vulnerability in the conversation; 2=Slight trace of Comfort with Vulnerability; 3=Moderate presence of Comfort with Vulnerability; 4=Clear and notable Comfort with Vulnerability; 5=Very strong, dominant Comfort with Vulnerability",36
369,Anticipativeness,General,inferred,"1=No evidence of Anticipativeness in the conversation; 2=Slight trace of Anticipativeness; 3=Moderate presence of Anticipativeness; 4=Clear and notable Anticipativeness; 5=Very strong, dominant Anticipativeness",36
370,Additional Common Parameters and Their End Points,General,inferred,"1=No evidence of Additional Common Parameters and Their End Points in the conversation; 2=Slight trace of Additional Common Parameters and Their End Points; 3=Moderate presence of Additional Common Parameters and Their End Points; 4=Clear and notable Additional Common Parameters and Their End Points; 5=Very strong, dominant Additional Common Parameters and Their End Points",36
371,Avoiding,General,inferred,"1=No evidence of Avoiding in the conversation; 2=Slight trace of Avoiding; 3=Moderate presence of Avoiding; 4=Clear and notable Avoiding; 5=Very strong, dominant Avoiding",37
372,Home-security-system presence,General,inferred,"1=No evidence of Home-security-system presence in the conversation; 2=Slight trace of Home-security-system presence; 3=Moderate presence of Home-security-system presence; 4=Clear and notable Home-security-system presence; 5=Very strong, dominant Home-security-system presence",37
373,HEXACO domain: Honesty-Humility,Personality,inferred,"1=No evidence of HEXACO domain: Honesty-Humility in the conversation; 2=Slight trace of HEXACO domain: Honesty-Humility; 3=Moderate presence of HEXACO domain: Honesty-Humility; 4=Clear and notable HEXACO domain: Honesty-Humility; 5=Very strong, dominant HEXACO domain: Honesty-Humility",37
374,Eating Habits (Home-Cooked vs. Eating Out),General,inferred,"1=No evidence of Eating Habits (Home-Cooked vs. Eating Out) in the conversation; 2=Slight trace of Eating Habits (Home-Cooked vs. Eating Out); 3=Moderate presence of Eating Habits (Home-Cooked vs. Eating Out); 4=Clear and notable Eating Habits (Home-Cooked vs. Eating Out); 5=Very strong, dominant Eating Habits (Home-Cooked vs. Eating Out)",37
375,Decision-Making Confidence,General,inferred,"1=No evidence of Decision-Making Confidence in the conversation; 2=Slight trace of Decision-Making Confidence; 3=Moderate presence of Decision-Making Confidence; 4=Clear and notable Decision-Making Confidence; 5=Very strong, dominant Decision-Making Confidence",37
376,Alignment with societal roles,General,inferred,"1=No evidence of Alignment with societal roles in the conversation; 2=Slight trace of Alignment with societal roles; 3=Moderate presence of Alignment with societal roles; 4=Clear and notable Alignment with societal roles; 5=Very strong, dominant Alignment with societal roles",37
377,Connectedness: Belief in interconnections,General,inferred,"1=No evidence of Connectedness: Belief in interconnections in the conversation; 2=Slight trace of Connectedness: Belief in interconnections; 3=Moderate presence of Connectedness: Belief in interconnections; 4=Clear and notable Connectedness: Belief in interconnections; 5=Very strong, dominant Connectedness: Belief in interconnections",37
378,Quirkiness,General,inferred,"1=No evidence of Quirkiness in the conversation; 2=Slight trace of Quirkiness; 3=Moderate presence of Quirkiness; 4=Clear and notable Quirkiness; 5=Very strong, dominant Quirkiness",37
379,Creative resilience,General,inferred,"1=No evidence of Creative resilience in the conversation; 2=Slight trace of Creative resilience; 3=Moderate presence of Creative resilience; 4=Clear and notable Creative resilience; 5=Very strong, dominant Creative resilience",37
380,Rapid cognitive processing,Cognition,inferred,"1=No evidence of Rapid cognitive processing in the conversation; 2=Slight trace of Rapid cognitive processing; 3=Moderate presence of Rapid cognitive processing; 4=Clear and notable Rapid cognitive processing; 5=Very strong, dominant Rapid cognitive processing",37
381,Cordiality,General,inferred,"1=No evidence of Cordiality in the conversation; 2=Slight trace of Cordiality; 3=Moderate presence of Cordiality; 4=Clear and notable Cordiality; 5=Very strong, dominant Cordiality",38
382,Types of Mindfulness Techniques Used,Cognition,inferred,"1=No evidence of Types of Mindfulness Techniques Used in the conversation; 2=Slight trace of Types of Mindfulness Techniques Used; 3=Moderate presence of Types of Mindfulness Techniques Used; 4=Clear and notable Types of Mindfulness Techniques Used; 5=Very strong, dominant Types of Mindfulness Techniques Used",38
383,Economic reasoning,Cognition,inferred,"1=No evidence of Economic reasoning in the conversation; 2=Slight trace of Economic reasoning; 3=Moderate presence of Economic reasoning; 4=Clear and notable Economic reasoning; 5=Very strong, dominant Economic reasoning",38
384,Conformity,Personality,inferred,"1=No evidence of Conformity in the conversation; 2=Slight trace of Conformity; 3=Moderate presence of Conformity; 4=Clear and notable Conformity; 5=Very strong, dominant Conformity",38
385,Pet-enrichment activities count,General,external,"1=No evidence of Pet-enrichment activities count in the conversation; 2=Slight trace of Pet-enrichment activities count; 3=Moderate presence of Pet-enrichment activities count; 4=Clear and notable Pet-enrichment activities count; 5=Very strong, dominant Pet-enrichment activities count",38
386,Aestheticism,General,inferred,"1=No evidence of Aestheticism in the conversation; 2=Slight trace of Aestheticism; 3=Moderate presence of Aestheticism; 4=Clear and notable Aestheticism; 5=Very strong, dominant Aestheticism",38
387,Type of Support Preferred (Emotional vs. Practical),Emotion,inferred,"1=No evidence of Type of Support Preferred (Emotional vs. Practical) in the conversation; 2=Slight trace of Type of Support Preferred (Emotional vs. Practical); 3=Moderate presence of Type of Support Preferred (Emotional vs. Practical); 4=Clear and notable Type of Support Preferred (Emotional vs. Practical); 5=Very strong, dominant Type of Support Preferred (Emotional vs. Practical)",38
388,Mental Arithmetic Speed,Cognition,inferred,"1=No evidence of Mental Arithmetic Speed in the conversation; 2=Slight trace of Mental Arithmetic Speed; 3=Moderate presence of Mental Arithmetic Speed; 4=Clear and notable Mental Arithmetic Speed; 5=Very strong, dominant Mental Arithmetic Speed",38
389,Patience: Resistance to anger,General,inferred,"1=No evidence of Patience: Resistance to anger in the conversation; 2=Slight trace of Patience: Resistance to anger; 3=Moderate presence of Patience: Resistance to anger; 4=Clear and notable Patience: Resistance to anger; 5=Very strong, dominant Patience: Resistance to anger",38
390,Flawlessness,General,inferred,"1=No evidence of Flawlessness in the conversation; 2=Slight trace of Flawlessness; 3=Moderate presence of Flawlessness; 4=Clear and notable Flawlessness; 5=Very strong, dominant Flawlessness",38
391,Self-Efficacy,General,inferred,"1=No evidence of Self-Efficacy in the conversation; 2=Slight trace of Self-Efficacy; 3=Moderate presence of Self-Efficacy; 4=Clear and notable Self-Efficacy; 5=Very strong, dominant Self-Efficacy",39
392,Computer Skills,General,inferred,"1=No evidence of Computer Skills in the conversation; 2=Slight trace of Computer Skills; 3=Moderate presence of Computer Skills; 4=Clear and notable Computer Skills; 5=Very strong, dominant Computer Skills",39
393,Jewish spiritual metric: Shabbat candle-lighting consistency,Spirituality,inferred,"1=No evidence of Jewish spiritual metric: Shabbat candle-lighting consistency in the conversation; 2=Slight trace of Jewish spiritual metric: Shabbat candle-lighting consistency; 3=Moderate presence of Jewish spiritual metric: Shabbat candle-lighting consistency; 4=Clear and notable Jewish spiritual metric: Shabbat candle-lighting consistency; 5=Very strong, dominant Jewish spiritual metric: Shabbat candle-lighting consistency",39
394,Spelling Accuracy,Language,linguistic,"1=No evidence of Spelling Accuracy in the conversation; 2=Slight trace of Spelling Accuracy; 3=Moderate presence of Spelling Accuracy; 4=Clear and notable Spelling Accuracy; 5=Very strong, dominant Spelling Accuracy",39
395,Sufi practice: Dhikr repetitions / day,Spirituality,inferred,"1=No evidence of Sufi practice: Dhikr repetitions / day in the conversation; 2=Slight trace of Sufi practice: Dhikr repetitions / day; 3=Moderate presence of Sufi practice: Dhikr repetitions / day; 4=Clear and notable Sufi practice: Dhikr repetitions / day; 5=Very strong, dominant Sufi practice: Dhikr repetitions / day",39
396,Peacefulness,General,inferred,"1=No evidence of Peacefulness in the conversation; 2=Slight trace of Peacefulness; 3=Moderate presence of Peacefulness; 4=Clear and notable Peacefulness; 5=Very strong, dominant Peacefulness",39
397,Doggedness,General,inferred,"1=No evidence of Doggedness in the conversation; 2=Slight trace of Doggedness; 3=Moderate presence of Doggedness; 4=Clear and notable Doggedness; 5=Very strong, dominant Doggedness",39
398,Decency,General,inferred,"1=No evidence of Decency in the conversation; 2=Slight trace of Decency; 3=Moderate presence of Decency; 4=Clear and notable Decency; 5=Very strong, dominant Decency",39
399,Processed-food frequency,General,external,"1=No evidence of Processed-food frequency in the conversation; 2=Slight trace of Processed-food frequency; 3=Moderate presence of Processed-food frequency; 4=Clear and notable Processed-food frequency; 5=Very strong, dominant Processed-food frequency",39
